OBJECTID;LAND;BEZ;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
213431;11;1;1300732;2021;7;11;4;2;6;2;0;0;1;1;0;0;0;1;797707,0645;5832885,547;13,39312992;52,56439834
213430;11;2;2400623;2021;6;12;4;3;5;3;0;1;0;0;0;0;1;0;800611,6146;5827117,893;13,43063474;52,51110572
213429;11;11;11200513;2021;5;15;7;3;1;5;0;1;1;0;0;0;0;0;804760,5465;5831081,46;13,49521456;52,54432712
213428;11;8;8100105;2021;6;16;5;3;4;6;0;0;1;0;0;0;1;0;800490,29;5821803,456;13,42406092;52,46353729
213427;11;7;7100205;2021;6;8;4;3;5;3;0;1;0;0;0;0;1;0;796014,7606;5824976,449;13,36119418;52,49442354
213426;11;8;8200831;2021;6;10;3;3;5;7;0;0;1;0;0;0;1;0;800018,1937;5817056,753;13,41287115;52,42124926
213425;11;9;9200510;2021;6;15;7;3;5;2;0;1;1;0;0;0;0;0;806092,1043;5823415,922;13,50774;52,47487986
213424;11;5;5300841;2021;6;6;3;2;3;6;0;0;1;0;1;0;0;0;789527,2606;5829288,078;13,26965696;52,53655834
213423;11;10;10200420;2021;6;14;4;2;6;4;0;0;1;1;0;0;0;0;811155,3681;5830750,82;13,588903;52,53775007
213422;11;3;3400828;2021;6;13;2;3;5;3;0;1;0;0;0;0;0;0;800065,4693;5832610,364;13,42757047;52,56063715
213421;11;1;1100207;2021;6;18;1;3;5;3;0;0;1;0;0;0;0;0;797892,6009;5826671,194;13,39028855;52,50859326
213420;11;11;11400927;2021;7;1;1;2;0;1;2;1;0;0;0;0;0;0;803862,5353;5826809,165;13,47810921;52,50653756
213419;11;6;6400841;2021;6;14;7;3;1;5;0;0;1;0;0;0;0;0;789463,7293;5818435,327;13,25929636;52,43929388
213418;11;8;8300935;2021;7;17;5;3;2;6;0;0;1;0;0;0;0;1;803152,7489;5817381,097;13,45911941;52,42242904
213417;11;2;2200209;2021;7;17;5;3;3;6;0;1;0;0;0;0;0;0;797149,7765;5823997,444;13,3769905;52,48503105
213416;11;8;8100312;2021;6;10;5;3;2;6;0;0;1;0;0;0;0;0;801101,7952;5824131,865;13,4351366;52,4840709
213415;11;2;2400521;2021;6;7;2;3;0;1;0;1;0;0;0;0;1;0;800930,2089;5828517,694;13,43658125;52,52347676
213414;11;3;3200310;2021;5;18;1;2;5;2;0;0;1;0;1;0;0;0;799646,4324;5837827,091;13,42612443;52,60762676
213413;11;8;8100314;2021;6;12;6;3;1;5;0;1;1;0;0;0;0;0;800666,1062;5824338,381;13,42892616;52,48616205
213412;11;8;8401241;2021;6;17;4;3;2;6;0;1;1;0;0;0;0;0;803810,7813;5818820,413;13,47007405;52,43496462
213411;11;3;3100103;2021;6;9;3;3;6;2;0;0;1;1;0;0;0;0;804233,9505;5841124,908;13,49669624;52,63463496
213410;11;5;5100105;2021;6;20;2;3;5;3;0;0;1;0;0;0;0;0;785095,1565;5831659,059;13,20652522;52,56015303
213409;11;9;9501737;2021;6;20;2;3;5;3;0;1;0;0;0;0;0;0;815026,707;5821287,114;13,63684702;52,45072482
213408;11;1;1400937;2021;5;16;5;2;0;7;0;0;1;0;0;0;0;1;793704,8339;5832236,47;13,33368118;52,56075361
213407;11;1;1100309;2021;6;17;4;3;0;6;0;1;1;0;0;0;0;0;798691,8415;5828663,988;13,40381896;52,52601889
213406;11;8;8100208;2021;5;14;2;3;5;3;0;1;0;0;0;0;1;0;801509,6203;5823004,358;13,44010467;52,47373977
213405;11;1;1300733;2021;6;15;2;3;0;7;0;1;0;1;0;0;0;0;797821,6849;5831789,246;13,39383211;52,5545088
213404;11;4;4501042;2021;7;16;2;3;5;3;0;1;0;0;0;0;1;0;794006,7194;5826190,592;13,33277375;52,50639306
213403;11;5;5100211;2021;7;19;6;3;5;2;0;0;1;0;1;0;0;0;783241,0408;5830279,425;13,17807024;52,54875064
213402;11;8;8100415;2021;7;20;6;3;1;5;0;1;1;0;0;0;0;0;801379,1772;5823737,951;13,43885295;52,48038713
213401;11;7;7601544;2021;6;10;6;3;5;2;0;0;1;0;0;0;0;0;799793,7792;5813977,341;13,40682393;52,39376926
213400;11;9;9200715;2021;6;1;5;2;0;1;2;1;0;0;0;0;0;0;807674,319;5819370,407;13,52723437;52,4377344
213399;11;6;6300631;2021;6;13;2;2;0;1;0;1;0;0;0;0;0;0;792382,422;5816558,923;13,30047192;52,4209194
213398;11;2;2500832;2021;5;8;2;3;5;2;0;1;1;0;0;0;0;0;803645,5551;5827395,421;13,4754569;52,51191282
213397;11;3;3400828;2021;6;13;6;3;6;7;0;0;0;1;0;0;1;0;799855,951;5831851,349;13,42380328;52,55394929
213396;11;9;9200716;2021;6;13;6;3;5;2;0;1;1;0;0;0;0;0;808885,6676;5819338,969;13,54496879;52,43676992
213395;11;4;4400727;2021;7;7;6;3;5;2;0;1;1;0;0;0;0;1;791122,541;5823173,159;13,28776287;52,48088847
213394;11;1;1100310;2021;6;7;4;2;5;7;0;0;1;0;1;0;0;0;799316,441;5827569,3;13,41201316;52,51586411
213393;11;10;10100311;2021;6;12;6;2;6;4;0;0;0;1;0;0;1;0;806503,1616;5829455,706;13,51933205;52,5287794
213392;11;6;6200316;2021;5;19;6;3;0;7;0;1;0;1;0;0;0;0;796120,6057;5817652,688;13,35625139;52,42871435
213391;11;10;10300731;2021;6;6;5;3;5;3;0;1;1;0;0;0;0;0;809121,3125;5829722,373;13,55805194;52,52969099
213390;11;9;9100304;2021;7;3;1;2;9;1;2;0;1;0;0;0;0;0;804322,4083;5821631,048;13,48013714;52,45987137
213389;11;2;2400623;2021;5;7;3;3;5;3;0;1;0;0;0;0;0;1;800619,4752;5827307,668;13,43092164;52,51280238
213388;11;1;1100207;2021;6;15;3;3;5;3;0;0;1;0;0;0;0;0;797903,8802;5826568,723;13,39036254;52,50766857
213387;11;2;2500726;2021;7;18;2;3;5;2;0;1;0;0;0;0;1;0;801863,613;5828981,949;13,45071869;52,52712195
213386;11;1;1200518;2021;7;10;3;3;1;5;0;0;1;0;0;0;0;0;793537,5826;5828226,124;13,32767732;52,52489325
213385;11;5;5200629;2021;5;6;6;3;6;4;0;0;1;1;0;0;0;1;784404,8984;5828664,885;13,19380612;52,53366821
213384;11;7;7200308;2021;6;14;4;3;2;6;0;1;1;0;0;0;0;0;794992,0879;5823538,837;13,34490174;52,48208997
213383;11;4;4300518;2021;7;13;7;2;0;1;0;1;0;0;0;0;0;0;792075,3272;5828590,112;13,3065051;52,52894163
213382;11;4;4100102;2021;6;21;2;2;5;2;1;0;1;0;0;0;0;0;791427,5798;5829179,889;13,29750069;52,53457557
213381;11;5;5100314;2021;6;15;6;2;6;4;0;0;0;1;1;0;0;0;785151,1808;5829587,507;13,20557031;52,54155041
213380;11;10;10100104;2021;6;13;3;3;6;4;0;0;1;1;0;0;0;0;810283,4164;5833624,057;13,57877297;52,56399546
213379;11;1;1200522;2021;6;10;3;3;1;5;0;1;1;0;0;0;0;0;794016,1089;5828226,488;13,33471072;52,52463867
213378;11;8;8100209;2021;6;0;1;3;5;3;2;0;1;0;0;0;0;0;801308,6054;5822235,722;13,43645994;52,4669612
213377;11;2;2200210;2021;6;16;6;3;2;6;0;1;1;0;0;0;0;0;798312,1219;5825014,49;13,39496757;52,49351379
213376;11;8;8200623;2021;7;11;7;3;5;2;0;0;1;0;0;0;0;0;802624,3185;5820751,19;13,45442324;52,45292808
213375;11;1;1400937;2021;6;16;7;3;1;5;0;1;1;0;0;0;0;0;793677,7824;5830072,848;13,33136958;52,54137262
213374;11;1;1100103;2021;5;11;4;3;2;6;0;0;1;0;0;1;0;0;795322,7908;5826145,76;13,35206825;52,50528038
213373;11;12;12500927;2021;6;20;3;3;5;3;0;1;1;0;0;0;0;1;792990,2973;5835646,467;13,32618424;52,59170733
213372;11;1;1200520;2021;7;13;3;3;0;6;0;0;1;0;1;0;0;0;794586,7177;5828474,398;13,34331664;52,526553
213371;11;5;5200630;2021;7;9;4;3;2;6;0;0;1;0;0;0;0;1;784422,3508;5827252,905;13,19285484;52,5209992
213370;11;1;1200517;2021;6;10;5;2;5;3;0;0;1;0;1;0;0;0;792963,8631;5828578,309;13,31955532;52,52835903
213369;11;9;9300923;2021;5;14;1;3;5;3;0;0;1;0;0;0;0;0;808682,3345;5815212,685;13,53818109;52,39990461
213368;11;1;1100101;2021;6;17;5;2;5;2;0;1;0;0;1;0;0;0;795127,4324;5826490,258;13,34950375;52,50847426
213367;11;10;10400938;2021;6;20;5;2;5;3;0;0;0;0;1;0;1;0;813220,6622;5828941,283;13,61755004;52,52035193
213366;11;7;7100206;2021;6;9;3;3;0;1;0;0;0;0;1;0;0;0;796253,633;5824303,206;13,36410382;52,48825891
213365;11;5;5100315;2021;6;23;7;3;0;7;2;0;0;0;0;0;1;0;784338,0838;5830013,88;13,19397825;52,54579822
213364;11;12;12100204;2021;6;15;3;3;1;5;0;1;1;0;0;0;0;0;795035,467;5832505,742;13,35349291;52,56244805
213363;11;1;1200519;2021;6;16;3;3;5;2;0;1;0;0;0;0;1;0;793702,5026;5828490,089;13,33033437;52,52717074
213362;11;6;6200313;2021;6;20;2;3;5;2;0;0;1;0;0;0;0;0;795726,7277;5818909,584;13,35158698;52,44019466
213361;11;1;1401047;2021;7;20;1;3;5;3;0;0;1;0;0;0;0;0;795525,4679;5830737,462;13,35912639;52,54633133
213360;11;8;8100208;2021;6;14;7;3;2;6;0;0;1;0;0;0;0;0;801633,5101;5822640,49;13,44159414;52,47040995
213359;11;9;9501838;2021;6;10;2;1;5;3;0;1;1;0;0;0;0;0;818785,0631;5822133,61;13,69277359;52,4561311
213358;11;4;4501045;2021;6;8;3;3;5;2;0;1;1;0;0;0;0;0;793503,5078;5825308,52;13,3246034;52,49875662
213357;11;6;6300525;2021;6;18;1;3;6;7;0;0;1;1;0;0;0;0;789548,2478;5815505,298;13,25799978;52,4129801
213356;11;2;2200213;2021;6;14;6;3;6;7;0;0;0;1;1;0;0;0;799725,2896;5825280,267;13,41595955;52,49512194
213355;11;6;6100206;2021;7;17;6;3;2;6;0;0;1;0;0;0;0;0;794802,1281;5819824,077;13,3388309;52,44889183
213354;11;1;1100313;2021;6;16;7;3;5;2;0;1;1;0;0;0;0;0;800442,2356;5826721,489;13,42778861;52,50764593
213353;11;12;12400721;2021;5;16;4;3;0;1;0;0;0;0;1;0;0;1;791056,9761;5840133,637;13,30167298;52,63297147
213352;11;10;10200630;2021;6;20;3;3;5;3;0;1;1;0;0;0;0;1;811432,6681;5829132,522;13,59146242;52,5230897
213351;11;7;7501031;2021;7;15;3;3;2;6;0;0;1;0;0;0;0;0;798923,9789;5819498,42;13,39901116;52,44373464
213350;11;1;1401049;2021;7;8;4;3;5;3;0;1;1;0;0;0;0;1;795944,1978;5831560,644;13,36601702;52,55348304
213349;11;7;7100206;2021;6;11;4;3;5;2;0;1;0;0;0;1;0;0;796640,5965;5824832,842;13,37025766;52,49279647
213348;11;3;3701554;2021;5;16;7;3;3;6;0;1;0;0;0;0;1;0;799162,121;5829196,758;13,41120968;52,53053652
213347;11;5;5300840;2021;6;10;5;3;3;6;0;0;1;0;0;1;0;0;788795,8137;5829331,02;13,25894007;52,53733143
213346;11;2;2200210;2021;6;21;4;3;5;3;0;0;1;0;0;0;0;0;798711,4146;5824700,6;13,40055002;52,49048181
213345;11;8;8100103;2021;6;5;4;3;2;6;0;0;1;0;0;1;0;0;800664,191;5823007,32;13,42769778;52,47423233
213344;11;11;11300617;2021;6;16;7;3;2;6;0;0;1;0;0;0;0;0;803103,0019;5829561,098;13,46946011;52,53162511
213343;11;11;11300617;2021;6;15;3;2;2;6;0;0;1;0;0;0;0;0;803313,0281;5829635,209;13,47261446;52,53217252
213342;11;8;8100415;2021;6;16;4;2;5;3;0;0;1;0;0;0;0;0;801824,764;5823635,958;13,445302;52,47922686
213341;11;7;7300618;2021;6;18;2;2;5;3;0;0;1;0;1;0;0;0;794931,2427;5822637,119;13,34321083;52,4740395
213340;11;2;2500832;2021;7;16;1;2;6;4;0;1;0;1;0;0;0;0;803469,2798;5827419,416;13,47288925;52,51222598
213339;11;11;11100204;2021;6;17;1;3;0;1;0;1;0;0;0;0;0;0;806891,0355;5832640,361;13,52797371;52,55710226
213338;11;1;1200522;2021;6;19;4;3;2;6;0;1;1;0;0;0;0;1;794466,556;5828354,053;13,34144396;52,52553911
213337;11;12;12400616;2021;7;18;4;3;1;1;0;1;1;0;0;0;0;1;786871,8328;5832725,374;13,23358423;52,56877999
213336;11;6;6200315;2021;6;8;5;3;2;2;0;0;1;0;1;0;0;0;795446,431;5817843,542;13,34653319;52,43078973
213335;11;6;6400838;2021;5;9;1;2;0;1;0;1;0;0;0;0;0;0;787251,7455;5818338,114;13,22676124;52,43958865
213334;11;7;7601341;2021;6;11;6;3;5;2;0;0;1;0;0;0;0;0;797669,274;5815465,338;13,37701623;52,40826642
213333;11;5;5300737;2021;6;21;5;3;1;5;1;0;1;0;0;0;1;0;787558,7953;5829435,271;13,24084212;52,53892025
213332;11;1;1100313;2021;6;17;3;3;5;3;0;1;1;0;0;0;0;0;799769,3999;5826563,701;13,41776262;52,50660173
213331;11;4;4501045;2021;6;8;2;3;2;2;0;0;1;0;1;0;0;0;793472,7295;5824731,127;13,3236426;52,49359709
213330;11;2;2100104;2021;5;8;5;3;6;4;0;1;0;1;0;0;0;0;799293,063;5826154,942;13,41039792;52,50319932
213329;11;4;4200310;2021;6;16;4;3;0;5;0;1;1;0;0;0;0;0;789853,7251;5826346,789;13,27189328;52,51001573
213328;11;7;7300515;2021;5;17;1;3;0;2;0;1;1;0;0;0;0;1;793471,8653;5822275,99;13,32146861;52,47158817
213327;11;3;3500936;2021;6;22;2;3;2;6;2;0;1;0;1;0;0;0;802701,725;5831824,874;13,46562515;52,55213791
213326;11;1;1100101;2021;7;15;2;3;5;2;0;1;1;0;0;0;0;0;795256,9678;5826619,508;13,35152147;52,5095628
213325;11;4;4300619;2021;7;20;6;2;0;7;0;0;0;0;0;0;1;0;792143,9164;5827351,874;13,30642559;52,51780439
213324;11;1;1200623;2021;7;21;6;3;0;1;1;0;0;0;0;0;1;1;795220,2264;5829334,867;13,35339181;52,53392373
213323;11;6;6400843;2021;6;15;5;3;6;4;0;0;1;1;0;0;0;0;791114,4726;5819335,981;13,28429728;52,44649216
213322;11;7;7501030;2021;6;8;5;3;6;4;0;0;0;1;0;0;1;0;797810,6359;5820142,376;13,38325324;52,45011454
213321;11;1;1200627;2021;6;15;2;3;3;2;0;0;1;0;1;0;0;0;795989,3283;5828715,695;13,36414616;52,52795632
213320;11;7;8200725;2021;5;14;2;3;5;2;0;1;1;0;0;0;0;0;799812,8588;5819027,797;13,4116278;52,43902953
213319;11;7;7300619;2021;6;22;6;3;1;7;1;0;1;0;0;0;0;0;795332,4179;5821560,796;13,34814739;52,46417421
213318;11;4;4501045;2021;6;14;6;3;5;3;0;1;1;0;0;0;0;0;793904,4046;5825083,572;13,33029357;52,49652432
213317;11;4;4200309;2021;7;11;6;3;0;1;0;1;0;0;0;0;0;1;788706,608;5826802,149;13,25543277;52,51470653
213316;11;10;10200420;2021;6;16;4;3;5;2;0;1;1;0;0;0;0;0;811658,4158;5830632,915;13,59618543;52,53640607
213315;11;6;6200315;2021;6;19;6;3;0;1;0;1;1;0;0;0;0;0;795281,3526;5817885,697;13,3441494;52,43125676
213314;11;2;2400522;2021;5;17;6;3;5;2;0;1;1;0;0;0;0;1;801401,7603;5828748,368;13,44371963;52,52528387
213313;11;5;5100316;2021;6;7;5;3;0;7;0;0;0;0;1;0;0;0;783595,3376;5829131,584;13,18230132;52,53827456
213312;11;8;8100314;2021;7;4;1;3;5;2;1;0;1;0;0;0;1;0;800336,3636;5824351,088;13,42409611;52,48645743
213311;11;4;4300414;2021;5;15;3;3;1;5;0;1;1;0;0;0;0;1;791627,9854;5826840,254;13,29839522;52,51349393
213310;11;7;7601544;2021;6;10;3;2;6;4;0;0;1;1;0;0;0;0;798802,9906;5814424,802;13,39270536;52,39832161
213309;11;9;9501939;2021;7;12;2;3;5;3;0;1;1;0;0;0;0;0;810430,1764;5821228,297;13,56937183;52,45282712
213308;11;3;3601451;2021;7;17;3;3;5;2;0;0;1;0;0;0;0;0;801202,6857;5829483,692;13,44146031;52,53198468
213307;11;6;6400735;2021;5;10;7;3;5;2;0;1;1;0;0;0;0;0;782021,1637;5815651,112;13,14775091;52,41821767
213306;11;9;9100306;2021;6;13;5;3;0;1;0;1;0;0;0;0;0;0;804432,1411;5819876,133;13,48014761;52,44408137
213305;11;4;4300624;2021;6;12;4;3;5;2;0;0;1;0;1;0;0;0;792986,1475;5826420,277;13,31798223;52,50900114
213304;11;2;2400625;2021;7;22;7;3;6;4;2;0;0;1;1;0;0;0;801696,4951;5826145,016;13,44569065;52,50178679
213303;11;12;12500930;2021;6;10;3;3;5;2;0;0;1;0;0;0;0;0;792353,573;5834071,566;13,31542218;52,57793167
213302;11;7;7200307;2021;6;23;6;3;3;6;2;1;1;0;0;0;0;0;794951,5866;5824611,518;13,34525636;52,49172774
213301;11;6;6300525;2021;6;7;3;3;3;7;0;1;0;0;0;0;0;0;790218,3139;5815055,619;13,26743409;52,40859371
213300;11;9;9501941;2021;6;21;3;3;0;3;1;0;1;0;1;0;0;0;811074,8299;5821222,132;13,57882219;52,45240543
213299;11;3;3500935;2021;6;11;1;3;5;7;0;0;1;0;1;0;0;0;801435,7845;5831562,699;13,44677255;52,55049008
213298;11;1;1200628;2021;6;18;2;3;0;2;0;1;1;0;0;0;0;0;796264,3337;5828532,361;13,36802477;52,52616354
213297;11;1;1100309;2021;7;20;1;3;1;5;1;0;1;0;0;0;1;0;798626,475;5828428,22;13,40264659;52,52394136
213296;11;5;5100313;2021;6;13;7;3;2;6;0;0;1;0;0;0;0;0;785383,9294;5830587,734;13,20985243;52,55039644
213295;11;12;12100204;2021;5;15;4;3;0;6;0;0;1;0;0;0;1;1;795596,921;5833133,991;13,36231132;52,56777517
213294;11;9;9100408;2021;6;17;4;3;5;2;0;1;1;0;0;0;0;1;806650,1459;5820407,13;13,51316648;52,44760107
213293;11;7;7400927;2021;7;18;3;2;1;5;0;1;1;0;0;0;0;0;797903,7065;5820807,193;13,38521176;52,4560232
213292;11;9;9100409;2021;7;17;4;3;5;2;0;1;1;0;0;0;0;0;805890,0717;5818968,406;13,50070065;52,43513224
213291;11;2;2100102;2021;6;16;5;2;0;7;0;1;1;0;0;0;0;0;797983,7;5826473,527;13,39144993;52,50677167
213290;11;9;9502043;2021;6;12;2;3;5;2;0;1;1;0;0;0;0;0;811459,9443;5822935,685;13,58606978;52,46754207
213289;11;3;3400725;2021;5;12;2;2;5;7;0;1;0;0;0;0;1;0;798769,4734;5834930,673;13,41059962;52,58214775
213288;11;1;1100311;2021;6;20;5;3;2;3;0;0;1;0;0;0;0;0;799856,2113;5827492,076;13,41987425;52,51487543
213287;11;3;3400721;2021;6;15;4;3;2;6;0;0;1;0;0;0;1;0;797858,1022;5833044,236;13,39549406;52,56573816
213286;11;6;6400737;2021;6;8;3;3;6;7;0;0;1;1;0;0;0;0;784781,1386;5816118,875;13,18862346;52,42098258
213285;11;5;5100104;2021;6;8;1;2;0;1;0;1;0;0;0;0;0;0;785197,0293;5831566,947;13,20794476;52,55927382
213284;11;10;10400938;2021;6;7;4;3;5;3;0;0;1;0;0;0;0;0;814263,302;5829286,078;13,63319203;52,52284173
213283;11;4;4400726;2021;6;18;4;3;5;3;0;1;1;0;0;0;0;0;790095,5447;5824242,513;13,2736134;52,49102201
213282;11;1;1300732;2021;6;15;2;3;1;5;0;1;1;0;0;0;0;0;797346,8844;5832381,461;13,38738014;52,56007668
213281;11;7;7501031;2021;7;16;2;3;5;7;0;0;1;0;0;0;1;0;798747,8632;5819878,496;13,39676755;52,44723782
213280;11;1;1300730;2021;6;18;7;3;1;5;0;0;1;0;1;0;0;0;796257,0258;5832159,118;13,37115167;52,55867766
213279;11;9;9401329;2021;7;11;5;3;5;2;0;1;1;0;0;0;0;1;811684,246;5819981,232;13,58660359;52,44093804
213278;11;1;1200628;2021;7;19;5;2;0;1;0;1;0;0;0;0;0;0;796576,1732;5828699,931;13,37275734;52,52749608
213277;11;3;3300517;2021;6;15;6;1;8;1;0;0;0;0;1;0;0;0;803121,6712;5835432,576;13,47509666;52,58423905
213276;11;8;8100105;2021;6;14;2;3;6;2;0;0;1;1;0;0;0;0;801002,169;5822166,022;13,43189977;52,46650536
213275;11;6;6300634;2021;6;9;3;3;5;2;0;1;1;0;0;0;0;0;792932,8953;5817762,457;13,30959771;52,43141454
213274;11;1;1100207;2021;6;11;6;3;5;7;0;0;1;0;1;0;0;0;798406,8132;5826902,929;13,39805043;52,51038943
213273;11;3;3400724;2021;6;17;6;2;6;4;0;0;1;1;0;0;0;0;799548,1392;5834703,435;13,42185218;52,57968283
213272;11;9;9200717;2021;6;11;3;3;5;3;0;0;1;0;0;0;0;0;809448,4232;5818695,132;13,55262499;52,43068183
213271;11;1;1100103;2021;6;15;6;3;5;3;0;0;1;0;1;0;0;0;796166,7889;5825981,09;13,36432032;52,50334677
213270;11;4;4501045;2021;6;15;2;3;5;3;0;0;1;0;0;0;0;0;794367,5935;5825045,622;13,33706328;52,49593448
213269;11;1;1100416;2021;5;7;5;2;5;3;0;1;1;0;0;0;0;0;798678,4759;5829460,555;13,40433817;52,5331663
213268;11;11;11300619;2021;6;17;4;3;0;5;0;1;1;0;0;0;0;0;803270,9576;5828976,27;13,47139509;52,52629002
213267;11;4;4200310;2021;7;15;1;3;5;3;0;1;1;0;0;0;0;0;789326,2015;5826845,891;13,26457594;52,51477036
213266;11;5;5200632;2021;5;11;2;3;9;7;0;1;1;0;0;0;0;0;785651,0819;5828023,702;13,21157741;52,52726775
213265;11;2;2200209;2021;6;22;3;3;0;7;2;1;0;0;0;0;0;1;796790,1129;5823978,84;13,37169288;52,4850599
213264;11;5;5200528;2021;7;6;3;2;5;3;0;0;1;0;1;0;0;0;783421,8775;5826740,831;13,1777126;52,51692878
213263;11;3;3200309;2021;7;8;5;3;5;3;0;1;1;0;0;0;0;0;800169,2621;5837955,588;13,43393865;52,60849005
213262;11;9;9100203;2021;6;7;2;3;5;2;0;0;0;0;0;0;1;0;804103,7984;5823592,715;13,47871741;52,47757503
213261;11;5;5200528;2021;6;17;6;2;0;7;0;1;0;0;0;0;0;0;783509,7682;5825922,432;13,1783071;52,50954512
213260;11;8;8301037;2021;6;17;5;3;5;3;0;0;1;0;0;0;0;0;804538,9504;5817826,703;13,4798474;52,42565329
213259;11;11;11501238;2021;6;13;2;3;0;6;0;1;0;0;1;0;0;0;805569,8231;5824320,826;13,50090352;52,48328248
213258;11;11;11100204;2021;6;12;3;3;2;1;0;0;1;0;0;0;0;0;805945,0383;5833671,412;13,51501393;52,56687498
213257;11;12;12100205;2021;6;9;7;3;3;2;0;1;1;0;0;0;0;0;795575,5654;5834582,672;13,36328853;52,58077275
213256;11;2;2200210;2021;6;9;7;3;2;6;0;0;1;0;0;0;1;0;798812,4088;5824674,034;13,40200925;52,49018841
213255;11;11;11300721;2021;7;13;6;3;5;2;0;0;0;0;0;0;1;0;804646,5075;5829089,577;13,49171229;52,52653867
213254;11;6;6100209;2021;7;10;5;3;2;6;0;0;1;0;0;0;0;1;794767,5636;5821055,791;13,33941105;52,45995213
213253;11;1;1100101;2021;7;17;5;3;2;2;0;0;1;0;0;0;0;1;795256,6166;5826620,866;13,35151752;52,50957516
213252;11;9;9401534;2021;6;12;5;3;5;2;0;1;0;0;0;0;1;0;811355,4079;5820027,996;13,58182493;52,44154443
213251;11;4;4400833;2021;5;16;1;2;2;6;0;0;1;0;1;0;0;0;791955,0674;5822382,15;13,29929466;52,47335269
213250;11;1;1300732;2021;6;19;5;3;5;2;0;1;1;0;0;0;0;0;797526,6528;5832704,906;13,39031418;52,56287775
213249;11;2;2500835;2021;6;4;6;3;5;3;1;0;1;0;0;0;0;0;802437,2574;5826259,507;13,45667441;52,50240292
213248;11;4;4300623;2021;6;19;2;3;6;7;0;0;0;1;0;0;1;0;792181,0336;5826330,534;13,30607428;52,50862843
213247;11;7;7300619;2021;6;12;1;2;5;2;0;0;1;0;0;0;0;0;795231,5284;5822272,862;13,34729669;52,47061195
213246;11;2;2400624;2021;5;17;5;3;5;3;0;1;1;0;0;0;0;1;801850,9502;5827221,988;13,44893568;52,51135436
213245;11;1;1300835;2021;6;16;4;3;5;2;0;1;1;0;0;0;0;0;797774,0241;5829745,811;13,39129925;52,53621812
213244;11;4;4501042;2021;5;2;2;3;5;5;2;0;1;0;0;0;0;0;793917,9855;5825618,059;13,33096473;52,5013084
213243;11;1;1200520;2021;6;12;2;2;6;2;0;0;1;1;0;0;0;0;794555,0853;5829074,547;13,34338344;52,53195002
213242;11;10;10300731;2021;7;17;2;3;5;7;0;1;1;0;0;0;0;0;809649,3119;5829701,505;13,56579111;52,52920433
213241;11;11;2500729;2021;7;16;6;3;6;7;0;1;0;1;0;0;0;0;803775,6902;5827706,868;13,47765291;52,51463178
213240;11;11;11100206;2021;6;16;5;3;0;6;0;0;0;0;1;0;1;0;805322,1702;5834808,468;13,50689966;52,57741525
213239;11;4;4501151;2021;6;16;5;3;2;6;0;0;1;0;0;0;1;0;793368,448;5823071,396;13,32065012;52,47877426
213238;11;6;6300528;2021;6;18;2;3;0;1;0;1;0;0;0;0;0;0;789630,284;5817037,282;13,26052867;52,42667164
213237;11;5;5200632;2021;5;8;2;3;5;2;0;0;1;0;0;0;1;0;785328,1984;5828211,182;13,20699174;52,52911777
213236;11;3;3400620;2021;6;15;6;2;0;2;0;1;1;0;0;0;0;0;797398,2036;5833964,793;13,38955444;52,57424117
213235;11;12;12601032;2021;6;22;7;3;1;5;2;0;1;0;0;0;1;0;792924,3043;5837538,12;13,32688652;52,60870041
213234;11;1;1300836;2021;7;22;6;3;6;4;2;0;1;1;0;0;0;0;796576,7678;5830507,82;13,37437943;52,54370155
213233;11;6;6100208;2021;6;12;3;2;5;3;0;0;1;0;0;0;0;0;794767,7945;5820497,704;13,3389217;52,45494905
213232;11;2;2100104;2021;6;16;6;3;2;6;0;0;1;0;0;0;0;0;799345,6544;5826191,388;13,41120318;52,50349715
213231;11;2;2100105;2021;7;20;1;3;3;6;1;1;0;0;0;0;0;0;799868,028;5825755,587;13,41848368;52,49930404
213230;11;1;1100308;2021;5;17;3;3;0;1;0;0;0;0;1;0;0;1;796789,646;5828824,52;13,37600605;52,52849671
213229;11;2;2100103;2021;6;19;3;3;5;3;0;0;1;0;1;0;0;0;798647,5045;5826409,707;13,40114398;52,50583665
213228;11;7;7100102;2021;7;11;3;3;2;6;0;0;1;0;0;0;0;0;794962,8202;5825418,108;13,34613553;52,49895221
213227;11;9;9501737;2021;7;11;3;3;5;3;0;1;1;0;0;0;0;0;814121,3252;5821604,181;13,62386619;52,454087
213226;11;1;1300836;2021;6;7;4;3;0;2;0;1;1;0;0;0;0;0;796936,277;5830145,192;13,37934109;52,5402552
213225;11;2;2400521;2021;5;15;7;3;5;2;0;1;1;0;0;0;0;0;800718,1496;5827874,435;13,43288352;52,51782807
213224;11;7;7300517;2021;6;9;5;3;2;6;0;0;0;0;1;0;1;0;794252,5954;5822056,134;13,33273554;52,46919727
213223;11;9;9301025;2021;6;15;4;3;1;5;0;0;1;0;0;0;0;1;811385,0382;5815575,717;13,57811603;52,40162813
213222;11;4;4500937;2021;7;23;7;3;2;2;2;0;1;1;1;0;0;0;791583,3768;5825102,561;13,29621777;52,49793955
